Title,Podcaster,Author,Chapters,Status,Time,Ship or Main Character,Link,Spotify/stream,Third Link,FANDOM NAME,,Date Podfic Published/Updated,Date Fic Published,Fic Link,notes,SHIP NAME,Ship or Main Character,COUNTA of Ship or Main Character
A Non-Christmas Non-Romance,"Cailynwrites, ETL_Echo_Audiobooks",kelly_chambliss,oneshot,complete,0-15 mins,Minerva McGonagall/Severus Snape,https://archiveofourown.org/works/52382296,,,,,2023/12/19,2021/01/01,https://archiveofourown.org/works/960527/chapters/1881943,,,,
a pair of open graves,FanficTalk Podfics,facingthenorthwind,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/6dyS52iYjXK9B63hMKrxWb?si=7be025786d684076,,wolfstar,,2020/07/01,2018/10/27,https://byaghro.livejournal.com/12525.html,,,,
A Particular Affinity,xinasvoice,canis_m,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/15907902,,,Wolfstar,,2018/09/05,2016/02/05,https://archiveofourown.org/works/8609962,,,,
A Passion for Quidditch,Ysilme,shadowycat,oneshot,complete,0-15 mins,Minerva McGonagall/Severus Snape,https://archiveofourown.org/works/899253,,,,,2013/07/16,2011/12/22,https://archiveofourown.org/works/2067741,,,,
A Patient Wolf,FanficTalk Podfics,RonsGirlFriday,oneshot,complete,15-60 mins,"James Potter, Remus Lupin",,https://open.spotify.com/episode/4v8Q0iK8134inWJgFqWaBl?si=612a89634edb4cfe,,,,2020/07/01,2019/12/22,https://archiveofourown.org/works/1715756,,,,
A Perfect Fit,MrsLucyGoosey,nothing_left_sacred,2 of 2,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/54421525,,,Drarry,,2024/03/12,2021/04/22,https://archiveofourown.org/works/28467342,,,,
A Perfect Lady,Wolfess,Aly_moon,2 of 109,hiatus,N/A,Theodore Nott/Harry Potter,https://archiveofourown.org/works/43704796,,,NottPott,,2022/12/25,2024/03/31,http://hpfanfictalk.com/archive/viewstory.php?sid=2423,needs investigating,,,
A Perfectly Normal Reaction,Ellejabell,magpie_fngrl,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/24466327,,,Drarry,,2020/05/31,2020/01/19,https://archiveofourown.org/works/5922949,,,,
A Perfectly Ordinary Life,sisi_rambles,lionessvalenti,oneshot,complete,15-60 mins,Dudley Dursley,https://archiveofourown.org/works/23386429,,,,,2020/03/30,2018/01/20,https://archiveofourown.org/works/299522,,,,
A Performance Agreed Upon,tree00faery,secretsalex,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/26760.html,,,Drarry,,2012/09/06,2012/03/13,http://hpfanfictalk.com/archive/viewstory.php?sid=3181,needs investigating,,,
A Portrait of the Artist,RsCreighton,firethesound,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/9122473,,,Drarry,,2016/12/31,2013/10/03,https://archiveofourown.org/works/30789119,,,,
A Portrait of the Artist,smirkingcat,firethesound,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://audiofic.jinjurly.com/portrait-of-artist,,,Drarry,,2016/12/01,2023/09/28,https://archiveofourown.org/works/32100958/chapters/79526686,,,,
A Potter's Field,"BurningAurora, MsAlexWP, R33sesPieces, ashata, Wolfstar Tales",MsAlexWP,2 of 2,complete,1-5 hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/50071558,https://open.spotify.com/episode/1SHWFalzXsGBQDjYhSJZGV?si=b5216827afec441e,,Wolfstar,,2023/09/28,2023/05/24,https://archiveofourown.org/works/22314145,,,,
A Prince's Promise - TTS,BurningAurora / Wolfstar Podfics,Engie_Ivy,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/47524123,https://open.spotify.com/episode/280BQhslCGMIOUeJyhKpB6?si=tbwk87m7SR6yYJC_suyJ0A,,Wolfstar,,2023/05/30,2023/04/27,https://archiveofourown.org/works/13424088,,,,
A Proper Seduction,rhi cauldrie,dacro,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://www.audiofic.jinjurly.com/proper-seduction,,,Drarry,,2008/06/05,,https://secretsalex.livejournal.com/21505.html,,,,
A Purrfect Proxy,"ETL_Echo_Audiobooks, NelipotLuna",mightbewriting,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43758636,,,Dramione,,2023/01/05,2023/01/05,https://archiveofourown.org/works/1157227,,,,
A Quick Study,StoneAndRoses,StoneAndRoses,oneshot,complete,15-60 mins,Hermione Granger/Lucius Malfoy,https://archiveofourown.org/works/17793773,,,,,2019/02/15,2019/01/28,https://archiveofourown.org/works/1157227,,,,
A Quiet Beginning,fire_juggler,starduchess,oneshot,complete,0-15 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/224761,,,Snarry,,2011/07/17,2011/07/17,https://archiveofourown.org/works/46787425/chapters/117844243,,,,
A Reflection of Yourself,Maeglin_Yedi,Maeglin_Yedi,oneshot,complete,15-60 mins,Harry Potter/Ginny Weasley,https://archiveofourown.org/works/45494251,,,Hinny,,2023/03/04,2022/02/18,https://archiveofourown.org/works/46790563,,,,
A Ribbon at a Time,"Cailynwrites, Jocunda Sykes, Ravin",nanneramma,oneshot,complete,0-15 mins,Lavender Brown/Hermione Granger,https://archiveofourown.org/works/56265847,,,,,2024/05/31,2022/07/28,,?,,,
a rock and a hard place,inmyownlittle_podfic_corner,la_topolina,oneshot,complete,15-60 mins,Petunia Evans Dursley,https://archiveofourown.org/works/42316587,,,,,2022/10/11,2020/07/19,https://archiveofourown.org/works/43760488,,,,
A Run in Tights,Opalsong,jenna_thorn,oneshot,complete,15-60 mins,Harry Potter,https://archiveofourown.org/works/500017,,,,,2012/08/30,2004/02/24,https://archiveofourown.org/works/17571005,,,,
"a sanctuary, safe and strong (i’ll be there for you)",Eiriee,simonspeaks,oneshot,complete,0-15 mins,Neville Longbottom & Ginny Weasley,https://archiveofourown.org/works/26630332,,,,,2020/09/24,2020/04/10,https://archiveofourown.org/works/224761,,,,
A Scottish Winter,magsmagicalnightmare,acGranger,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/43066434,,,Drarry,,2022/11/14,2020/12/01,https://archiveofourown.org/works/37209514,,,,
A Season for Setting Fires,"Cailynwrites, ETL_Echo_Audiobooks",mightbewriting,31 of 31,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/44790424,,,Dramione,,2023/02/04,2022/03/04,https://archiveofourown.org/collections/HP_Saffics_Summer_Exchange_2022/works/40195926,,,,
A Second Glance,"Cailynwrites, Jocunda Sykes",leftsidedown,oneshot,complete,0-15 mins,Cho Chang/Fleur Delacour,https://archiveofourown.org/works/56183941,,,,,,,https://archiveofourown.org/works/25385776,,,,
A Second Look,The Dramione Archives,RiverWriter,30 of 30,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/54912931,https://open.spotify.com/playlist/0P8xRXpSX6mIYtlZ9tF6C1?go=1&sp_cid=e5aa74cf9f6c0ef5d4558bd73fc5f488&utm_source=embed_player_p&utm_medium=desktop,,Dramione,,,,https://archiveofourown.org/works/40339,,,,
A shop sign,bluedreaming,a_reader_and_writer,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/28206303,,,Drarry,,2020/12/29,2019/12/01,https://archiveofourown.org/works/34369828/chapters/85526527,,,,
A Short Summary of Things That Are James Potter's Fault,Annapods,xylodemon,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/17324564,,,Wolfstar,,2019/01/12,2013/01/08,https://archiveofourown.org/works/23259307,,,,
A Short Summary of Things That Are James Potter's Fault,Tipsy_Kitty,xylodemon,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/17257499,,,Wolfstar,,2019/01/01,2013/01/08,https://archiveofourown.org/works/27523807,,,,
A Small Portrait of a Young Child,Ferith12,Ferith12,oneshot,complete,0-15 mins,Regulus Black & Sirius Black,https://archiveofourown.org/works/37026049,,,,,2022/02/10,2020/10/25,https://archiveofourown.org/works/31265246/chapters/77286599,,,,
A small step for a boy,sweaters_in_the_summer,SerenaEW,oneshot,complete,0-15 mins,Harry Potter & Severus Snape,https://archiveofourown.org/works/56055427,,,,,2024/05/20,2023/06/21,,ao3 error page (podfic),,,
A small step for a boy,sweaters_in_the_summer,SerenaEW,oneshot,complete,15-60 mins,Harry Potter & Severus Snape,https://archiveofourown.org/works/56055427,,,,,2024/05/20,2023/06/21,https://archiveofourown.org/works/21635725,,,,
a snake in the den,legonerd,dirgewithoutmusic,oneshot,complete,0-15 mins,Hermione Granger & Harry Potter & Ron Weasley,https://archiveofourown.org/works/26935666,,,,,2020/10/10,2019/06/30,https://archiveofourown.org/works/630702,,,,
A Specter of The Night,Writer_or_Whatever,Writer_or_Whatever,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/14458176,,,Wolfstar,,2018/04/28,2018/04/28,https://archiveofourown.org/works/630702,,,,
A Stake of Holly Through His Heart,"Beatificbean, ETL_Echo_Audiobooks",LovesBitca8,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41137725,,,Dramione,,2022/08/19,2020/12/12,https://archiveofourown.org/works/630702,,,,
A Stormy Night,crazybutgood,curlyy_hair_dont_care,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/31937860,,,Wolfstar,,2021/06/14,2021/05/12,https://archiveofourown.org/works/14217393,,,,
A Stranger Walk Into A Bar - TTS,BurningAurora / Wolfstar Podfics,weightyghosts,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/52633804,https://open.spotify.com/episode/5Za1kJmYHVQdglfBXHSsmY?si=349a2a864296496f,,Wolfstar,,2023/12/29,2022/03/15,https://archiveofourown.org/works/27193795,,,,
A Study of Resonance,Billyballz,mymovingfingerwrites,3 of 38,in progress,in progress,Percy Weasley,https://archiveofourown.org/works/53841925,,,,,2024/06/04,2023/02/07,https://archiveofourown.org/works/8688916,,,,
A Sudden Change,"Jocunda Sykes, petrodobreva",sugareey,oneshot,complete,0-15 mins,Cho Chang/Ginny Weasley,https://archiveofourown.org/works/56135680,,,,,2024/05/24,2022/07/15,https://archiveofourown.org/works/48037894,,,Dudley Dursley,3
A Sudden Change,Ravin,sugareey,oneshot,complete,0-15 mins,Cho Chang/Ginny Weasley,https://archiveofourown.org/works/56266522,,,,,2024/05/31,2022/07/15,https://archiveofourown.org/works/48037894,,,,
A Suitable Distraction,"Jocunda Sykes, Kittona",doshu,oneshot,complete,0-15 mins,Luna Lovegood/Narcissa Black Malfoy,https://archiveofourown.org/works/56264515,,,,,2024/05/31,2022/07/27,https://archiveofourown.org/works/19423426,,,,
"A swagger, a twinkle, and a fine arse on a broom",sisi_rambles,Woldy,oneshot,complete,0-15 mins,Madam Hooch/Nymphadora Tonks,https://archiveofourown.org/works/459677,,,,,2012/07/14,2012/05/23,https://archiveofourown.org/works/14458176,,,,
"a symphony, undone",EliseDonut,volunteer_of_hufflepuff,oneshot,complete,0-15 mins,Percy Weasley,https://archiveofourown.org/works/49725538,,,,,2023/08/29,2023/01/06,https://archiveofourown.org/works/27795301,,,,
A tad too dramatic,Thunder_of_Dragons,gnarf,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archive.org/details/podfic_a_tad_too_dramatic_by_gnarf,,,Drarry,,2021/02/07,2018/04/25,https://archiveofourown.org/works/31254689,,,,
A Tale of Two Tents,"Cailynwrites, ETL_Echo_Audiobooks",who_la_hoop,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/44268982,,,Drarry,,2023/01/14,2009/03/30,https://archiveofourown.org/works/37742494,,,,
a taste so good (i'd die for it),lumosauxnight,RenderedReversed,oneshot,complete,15-60 mins,Harry Potter/Tom Riddle,https://archiveofourown.org/works/42441999,,,Tomarry,,2022/10/31,2018/02/16,https://archiveofourown.org/works/38041177/chapters/95017471,,,,
A Thing Without Feathers,The Dramione Archives,SenLinYu,5 of 5,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/2yQqVgwV5oEHkwOkau8C9Z?si=e354a0ebdd2d46d6,,Dramione,,2024/03/17,2020/10/19,https://archiveofourown.org/works/40132686,,,,
A Thought of Grief,lofi_beats,Lirin,oneshot,complete,15-60 mins,Malfoy Family,https://archiveofourown.org/works/11585274,,,,,2017/08/23,2017/08/23,https://archiveofourown.org/collections/HP_Saffics_Summer_Exchange_2022/works/40132686,,,,
A Thousand Words,SEP FanFic Readings,olivejuice28,64 of 64,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/54089311,,,Dramione,,2024/02/26,2020/04/03,https://archiveofourown.org/collections/HP_Saffics_Summer_Exchange_2022/works/39583863,,,,
A Time to Remember,TheStoryteller4,Stein048,TBD,TBD,N/A,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/55043950,,looks like they haven't started recording yet?,Dramione,,2024/04/08,2022/11/04,https://archiveofourown.org/works/414125,,,,
A Toast to Lord Voldemort,codeswitch,magnetic_pole,oneshot,complete,15-60 mins,Augusta Longbottom/Minerva McGonagall,https://archiveofourown.org/works/2596805,,,,,2005/05/10,2009/05/10,https://archiveofourown.org/works/44096374,,,,
"A Triolet for Rainy Days, DLM",PhenomenalAsterisk,Vukovich,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/30903257,,,Drarry,,2021/04/25,2021/04/25,https://archiveofourown.org/works/14425374,,,,
A Trunk Full of Chaos,RoastedOats,anonymousmagpie,4 of ?,completeish,10+ hours,Harry Potter,https://archiveofourown.org/works/41989503,,,,,2022/09/28,2022/07/16,https://archiveofourown.org/works/42059,,,,
a very educational lesson in revenge,Dexiha,bisexualronaldweasley,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/34160821,,,Drarry,,2021/09/29,2021/09/20,https://archiveofourown.org/works/13702599,,,,
A Very Harry Christmas,Rindle,orphan_account,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/20461919,,,Drarry,,2019/08/31,2017/04/24,https://archiveofourown.org/works/26134510/chapters/63580498,,,,
A Very Puppy Christmas,Angie,looneylizzie,oneshot,complete,0-15 mins,Harry Potter,https://fanfictionaudiobooks.tumblr.com/post/154912131394,,,,,,,https://archiveofourown.org/works/11585274,,,,
A Volatile Mix,fire_juggler,Leela,oneshot,complete,0-15 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/309656,,,Snarry,,2011/10/15,2011/09/28,https://archiveofourown.org/works/21134111/chapters/50294369,,,,
A walk in the forest (First year),Through the Trapdoor,NaginiWillKill,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,,https://open.spotify.com/episode/5xSk3gJ6iQNH6SZsKzKfKS?si=d419eb118f6948b7,,Drarry,,2018/10/01,2014/10/01,https://archiveofourown.org/works/37875076/chapters/94578577,,,,
A Weary Man,thejitterbug,thejitterbug,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/480980,,,Wolfstar,,2017/07/23,2012/07/16,https://asylums.insanejournal.com/hp_beholder/32434.html,,,,
A Web of Desire: How It’s Always Been,rsbarelle,rsbarelle,oneshot,complete,0-15 mins,Barty Crouch Jr./Evan Rosier,https://archiveofourown.org/works/42952554,,,Rosekiller,,2022/11/08,,https://archiveofourown.org/works/30899915,,,,
A Week of Coming Out,sisi_rambles,katmarajade,oneshot,complete,0-15 mins,Ginny Weasley,https://archiveofourown.org/works/2331275,,,,,2014/09/20,2014/02/25,https://archiveofourown.org/works/34002703/chapters/84571096,,,,
a western movie,Straynyx,rayfelle,oneshot,complete,15-60 mins,Jasper Hale/Harry Potter,https://archiveofourown.org/works/35295289,,,,,2021/11/23,2017/02/23,https://archiveofourown.org/works/33991960,,,,
A Winter Wish,joan_waterhouse,Vaysh,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/8421.html,,,Drarry,,2011/12/06,2009/12/30,https://archiveofourown.org/works/10720266,,,,
A Winterfic Story,ashata,lumosinlove,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/43620048,,,Wolfstar,,2022/12/18,2020/12/14,,dead links,,,
A Wish Come True,inmyownlittle_podfic_corner,KasmiAnn,oneshot,complete,0-15 mins,Draco Malfoy/Fred Weasley,https://archiveofourown.org/works/44792023,,,,,2023/02/05,2020/06/04,https://archiveofourown.org/works/9235541,,,,
A Witch’s Wedding,ETL_Echo_Audiobooks,SenLinYu,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41138394,,,Dramione,,2022/08/19,2020/03/30,https://archiveofourown.org/works/258089,,,,
A Wizard in Central,"Opalsong, Syr","Opalsong, Syr",oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/16064861,,,Drarry,,2018/10/01,,https://m.fanfiction.net/s/10729167/1/,,,,
A Wizard's Memory,takola,ravenna_c_tan,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/437628,,,Drarry,,2012/06/18,2006/12/27,https://archiveofourown.org/works/472253,,,,
A Woman of Independent Means,meems_toanend,PacificRimbaud,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/51474349,https://open.spotify.com/episode/1HAira7I9KYJtnWeusZY1b?si=89dd532250cd4555,,Dramione,,2023/11/09,2021/02/14,,?,,,
A Woman's Place: Emmeline,FanficTalk Podfics,kuusi palaa,oneshot,complete,15-60 mins,Emmeline Vance,,https://open.spotify.com/episode/3YVoLQON4XLhte7Z0sGYl0?si=TcFm7TrBTWejpa77-6hD4Q,,,,2021/01/01,,https://archiveofourown.org/works/1237174,,,,
A World Without,SumthinClever,SumthinClever,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/34070779,,,Drarry,,2021/09/24,2021/04/25,https://archiveofourown.org/works/9898805,,,,
A Worried Father at Number 4 Privet Drive,Verified_Solipsism,Verified_Solipsism,oneshot,complete,0-15 mins,Dudley Dursley/OFC,https://archiveofourown.org/works/44722216,,,,,2023/02/02,2022/03/18,https://vaysh.livejournal.com/123691.html?rfrom=vaysh11,,,,
A Year and A Day,Darkcat reads Dramione,AMLKoko,86 of 86,complete,30+ hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/74NIvCJrFtepMjBD7l6EpD?si=bed56204bef849f5,,Dramione,,2024/03/18,2023/05/06,https://archiveofourown.org/works/28069167/chapters/68766579,,,,
A Year Like None Other,Tenacious_Minds,Aspeninthesunlight,9 of 96,in progress,in progress,Harry Potter,https://archiveofourown.org/works/48402844,,,,,2024/01/10,2013/06/09,https://archiveofourown.org/works/24533212,,,,
Abner of Astlegate's Most Splendid Pox,RsCreighton,sheafrotherdon,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/8997085,,,Wolfstar,,2016/12/31,2005/02/28,https://archiveofourown.org/works/23268064/chapters/55721527,,,,
Abner of Astlegate's Most Splendid Pox,xinasvoice,sheafrotherdon,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/17158523,,,Wolfstar,,2018/12/25,2005/02/28,https://archiveofourown.org/works/16064861,,,,
Absinthe,Snamione Reads,Aurette,7 of 7,complete,1-5 hours,Hermione Granger/Severus Snape,,https://open.spotify.com/episode/0YjR5kha1nmd63ROXqizYG?si=c95c75aafe314c0b,,Snamione,,2023/04/01,2015/05/07,https://hd-holidays.livejournal.com/11947.html,,,,
Absolutely Mental,codeswitch,Kettricken,oneshot,complete,0-15 mins,Harry Potter,https://archiveofourown.org/works/6488914,,,,,2016/04/07,2011/07/13,https://archiveofourown.org/works/29337825,,,,
Abydos,fire_juggler,Leela,oneshot,complete,0-15 mins,Madam Hooch/Narcissa Black Malfoy,https://archiveofourown.org/works/2322095,,,,,2014/09/18,2012/12/27,https://fanfictalk.com/archive/viewstory.php?sid=2344,,,,
Accept the Extraordinary,fire_juggler,RoozetteR,oneshot,complete,15-60 mins,Luna Lovegood/Nymphadora Tonks,https://archiveofourown.org/works/372319,,,,,2012/03/31,,https://archiveofourown.org/works/30897443,,,,
Accidental Proposal,SEP FanFic Readings,CJRed,36 of 36,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/53966212,https://www.youtube.com/watch?v=_a7-KJ5eQQA&ab_channel=SEPFanFicReadings,,Dramione,,2024/02/21,2016/05/24,https://archiveofourown.org/works/37814896,,,,
Accidentally on Purpose,peaceinpanem,aibidil,oneshot,complete,15-60 mins,Scorpius Malfoy/Albus Severus Potter,https://archiveofourown.org/works/49260658,,,Scorbus,,2023/08/10,2018/04/12,https://archiveofourown.org/works/41325321/chapters/143063584,,,,
